time,bytes,request,num
1571684285,0.8293352127075195,12.14216281895503,0.823
1571687920,0.5297298431396484,11.31710362047439,0.801
1571705705,4.365234375,9.489819974282009,9.332
1571703915,2.8646373748779299,9.268801313628864,6.09
1571707615,4.649885177612305,9.739817564700863,9.428
1571711800,5.1644086837768559,10.039932744850745,9.516
1571717345,2.564591407775879,9.851826326671223,5.804
1571714355,3.903392791748047,9.605790373808917,8.186
1571714805,3.7919702529907228,9.183182831007353,8.527
1571715230,3.8823013305664064,9.563380281690112,8.094
1571721250,2.9081153869628908,9.550314465408772,6.36
1571702095,1.5996637344360352,9.779126213592193,3.296
1571696670,0.43761348724365237,10.793333333333309,0.9
1571709160,4.504880905151367,9.253769686138698,8.953
1571709855,4.201587677001953,9.673847862298692,9.005
1571702870,2.2895450592041017,10.152118644067768,4.72
1571712870,4.008593559265137,9.113567251461963,8.55
1571716750,2.8279905319213869,9.567333867093641,6.245
1571721700,3.2078237533569338,9.300453017682285,6.843
1571701800,1.1086530685424805,10.256083429895679,2.589
1571698370,0.5094385147094727,10.613412228796824,1.014
1571698965,0.5746335983276367,10.808303886925751,1.132
1571693165,0.41507530212402346,11.179829890643969,0.823
1571724830,3.963873863220215,9.352907178360873,8.651
1571675805,0.8312778472900391,10.816599732262361,0.747
1571701620,1.188307762145996,9.807961504811857,2.286
1571697910,0.4407968521118164,10.843373493975874,0.913
1571681500,0.6207637786865234,11.271939328277329,0.923
1571693860,0.4001293182373047,10.811538461538437,0.78
1571701340,0.9437971115112305,10.110997442455214,1.955
1571679520,0.45708370208740237,11.808561236623048,0.841
1571697165,0.7747488021850586,7.862348178137632,1.482
1571704345,3.62740421295166,9.710070921985784,7.05
1571708675,4.008111000061035,9.167714109673412,8.115
1571703930,2.5815258026123049,9.541108630952359,5.376
1571707785,4.523731231689453,9.401735406806392,8.874
1571706445,4.2779130935668949,9.441252955082709,8.46
1571711240,3.9580583572387697,9.732856494096247,8.808
1571711960,4.070401191711426,9.275610369997452,7.946
1571712385,3.755289077758789,9.15625369079955,8.467
1571715220,3.39395809173584,9.376399547112813,7.949
1571723660,3.875727653503418,8.778943645366655,8.482
1571720375,2.3915939331054689,9.364936336924549,5.105
1571724255,3.7905941009521486,9.492695094429229,8.419
1571722295,3.275238037109375,9.285714285714248,7.182
1571723030,4.118244171142578,9.02415758176409,8.072
1571685490,0.6289052963256836,11.233823529411744,0.68
1571690745,0.41103076934814455,10.142688679245263,0.848
1571691765,0.3733806610107422,11.679782903663476,0.737
1571692060,2.2549448013305666,12.224836601307146,0.765
1571678180,0.4029254913330078,10.87578419071516,0.797
1571681160,0.7758636474609375,11.832369942196504,0.692
1571709125,4.51640510559082,9.489664926022592,9.192
1571716910,2.835909843444824,9.42754334314685,6.114
1571677460,0.3937559127807617,10.560794044664988,0.806
1571679225,0.45818042755126955,11.406003159557642,0.633
1571684470,1.3807525634765626,11.158751696065109,0.737
1571692835,0.4322853088378906,10.898850574712617,0.87
1571717980,2.1995649337768556,10.136179254394423,5.177
1571714975,3.5622739791870119,9.218454556914132,7.933
1571715725,3.802457809448242,9.597567424643018,7.564
1571711665,4.5834808349609379,10.203908045976979,8.7
1571690565,0.40920543670654299,11.396508728179521,0.802
1571696715,0.39791202545166018,10.728484848484817,0.825
1571720350,2.083804130554199,9.549495781024872,4.859
1571700620,1.0334901809692383,10.3451187335092,1.895
1571688155,0.537353515625,11.13631156930124,0.873
1571674870,0.4409761428833008,10.306320907617485,0.617
1571677110,0.649479866027832,12.450602409638526,0.83
